약국명,도로명주소,자치구,행정동,심야약국,유년부양비,노년부양비,노령화지수,종합병원,병원,의원,치과병원,치과의원,한방병원,한방의원,인구밀도,한국인 0~4세,한국인 5~9세,한국인 10~14세,한국인 15~19세,한국인 20~24세,한국인 25~29세,한국인 30~34세,한국인 35~39세,한국인 40~44세,한국인 45~49세,한국인 50~54세,한국인 55~59세,한국인 60~64세,한국인 65~69세,한국인 70~74세,한국인 75~79세,한국인 80~84세,한국인 85~89세,한국인 90~94세,한국인 95~99세,한국인 100세 이상,외국인 0~4세,외국인 5~9세,외국인 10~14세,외국인 15~19세,외국인 20~24세,외국인 25~29세,외국인 30~34세,외국인 35~39세,외국인 40~44세,외국인 45~49세,외국인 50~54세,외국인 55~59세,외국인 60~64세,외국인 65~69세,외국인 70~74세,외국인 75~79세,외국인 80~84세,외국인 85~89세,외국인 90~94세,외국인 95~99세,외국인 100세 이상
삼정약국,서울특별시 용산구 원효로19길 72-1 1층 (원효로3가),용산구,원효로2동,1,13.4,22.6,167.9,1,2,140,0,105,0,60,20185,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
동아약국,서울특별시 용산구 회나무로 16 (이태원동),용산구,이태원2동,0,10.4,23.4,224.1,1,2,140,0,105,0,60,12552,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
성도약국,서울특별시 용산구 회나무로 25 (이태원동),용산구,이태원2동,0,10.4,23.4,224.1,1,2,140,0,105,0,60,12552,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
은정약국,서울특별시 용산구 후암로 7-1 (후암동),용산구,후암동,0,11.5,23.6,205.6,1,2,140,0,105,0,60,21165,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
우정약국,서울특별시 용산구 백범로 341 A동 315호 (원효로1가),용산구,원효로1동,0,14.2,15.5,109,1,2,140,0,105,0,60,28356,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
임상약국,서울특별시 용산구 이촌로14길 16 (이촌동),용산구,이촌2동,0,13.2,30.8,233.2,1,2,140,0,105,0,60,7220,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
승현약국,서울특별시 용산구 효창원로 271-1 (서계동),용산구,청파동,0,6.8,21,306.5,1,2,140,0,105,0,60,22523,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
동광약국,서울특별시 용산구 장문로 66-1 (보광동),용산구,보광동,0,7.7,24.3,317.1,1,2,140,0,105,0,60,21875,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
신태양약국,서울특별시 용산구 우사단로2길 23 신태양약국 (보광동),용산구,보광동,0,7.7,24.3,317.1,1,2,140,0,105,0,60,21875,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
새건우약국,서울특별시 용산구 후암로 91-1 (동자동),용산구,남영동,0,5.2,25.8,496.1,1,2,140,0,105,0,60,6820,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
백경약국,서울특별시 용산구 원효로41길 38 (원효로3가),용산구,원효로2동,0,13.4,22.6,167.9,1,2,140,0,105,0,60,20185,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
용산약국,서울특별시 용산구 한강대로 92 지층 (한강로2가 LS용산타워),용산구,한강로동,0,11.5,17.9,155.5,1,2,140,0,105,0,60,7620,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
숙명온누리약국,서울특별시 용산구 청파로47길 66 (청파동2가 중하빌딩),용산구,청파동,0,6.8,21,306.5,1,2,140,0,105,0,60,22523,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
정다운약국,서울특별시 용산구 원효로 155 1층 (원효로2가),용산구,원효로1동,0,14.2,15.5,109,1,2,140,0,105,0,60,28356,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
하이약국,서울특별시 용산구 한강대로 256 1층 (남영동),용산구,남영동,0,5.2,25.8,496.1,1,2,140,0,105,0,60,6820,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
신우성약국,서울특별시 용산구 한강대로77길 10 (갈월동),용산구,남영동,0,5.2,25.8,496.1,1,2,140,0,105,0,60,6820,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
한국구일온누리약국,서울특별시 용산구 이촌로 300 렉스상가 2-23-1호 (이촌동),용산구,이촌1동,0,22.5,23.9,105.9,1,2,140,0,105,0,60,10126,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
용약국,서울특별시 용산구 대사관로24길 6 (한남동),용산구,한남동,0,12.3,22,179,1,2,140,0,105,0,60,7894,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
시티온누리약국,서울특별시 용산구 한강대로 283 (갈월동 시티파크타워),용산구,남영동,0,5.2,25.8,496.1,1,2,140,0,105,0,60,6820,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
메디팜한진약국,서울특별시 용산구  이촌로18길  5 (이촌동),용산구,이촌2동,0,13.2,30.8,233.2,1,2,140,0,105,0,60,7220,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
경인약국,서울특별시 용산구 새창로14길 50 (용문동),용산구,용문동,0,11.8,24.4,206.1,1,2,140,0,105,0,60,44482,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
동부약국,서울특별시 용산구 이촌로 245 (이촌동),용산구,이촌1동,0,22.5,23.9,105.9,1,2,140,0,105,0,60,10126,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
수복약국,서울특별시 용산구 새창로12길 12 (도원동),용산구,용문동,0,11.8,24.4,206.1,1,2,140,0,105,0,60,44482,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
소망약국,서울특별시 용산구 이촌로 264 (이촌동),용산구,이촌1동,0,22.5,23.9,105.9,1,2,140,0,105,0,60,10126,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
남선약국,서울특별시 용산구 원효로 166 103호 (원효로2가 원효아파트),용산구,원효로1동,0,14.2,15.5,109,1,2,140,0,105,0,60,28356,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
대한당약국,서울특별시 용산구 우사단로10길 42 (한남동),용산구,한남동,0,12.3,22,179,1,2,140,0,105,0,60,7894,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
새서부약국,서울특별시 용산구 한강대로 293 (갈월동),용산구,남영동,0,5.2,25.8,496.1,1,2,140,0,105,0,60,6820,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
보현온누리약국,서울특별시 용산구 신흥로20길 1 (용산동2가 세명치과),용산구,용산2가동,0,7.8,25.2,323.5,1,2,140,0,105,0,60,5751,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
명진약국,서울특별시 용산구 신흥로36길 3 (후암동),용산구,후암동,0,11.5,23.6,205.6,1,2,140,0,105,0,60,21165,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
메디팜미래로약국,서울특별시 용산구 청파로47길 40 (청파동2가),용산구,청파동,0,6.8,21,306.5,1,2,140,0,105,0,60,22523,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
동오약국,서울특별시 용산구 보광로 18 (보광동),용산구,보광동,0,7.7,24.3,317.1,1,2,140,0,105,0,60,21875,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
실로암약국,서울특별시 용산구 청파로 101 10동 특1호 (한강로3가),용산구,원효로1동,0,14.2,15.5,109,1,2,140,0,105,0,60,28356,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
서울중앙약국,서울특별시 용산구 청파로 378 1층 (동자동),용산구,남영동,1,5.2,25.8,496.1,1,2,140,0,105,0,60,6820,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
보광프라자약국,서울특별시 용산구 보광로 35 (보광동),용산구,보광동,0,7.7,24.3,317.1,1,2,140,0,105,0,60,21875,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
푸른약국,서울특별시 용산구 후암로 41 1층 (후암동),용산구,후암동,0,11.5,23.6,205.6,1,2,140,0,105,0,60,21165,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
다나약국,서울특별시 용산구 후암로 43-2 1층 (후암동),용산구,후암동,0,11.5,23.6,205.6,1,2,140,0,105,0,60,21165,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
옵티마찬미약국,서울특별시 용산구 대사관로30길 17 (한남동),용산구,한남동,0,12.3,22,179,1,2,140,0,105,0,60,7894,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
메디팜최약국,서울특별시 용산구 청파로 324 1층 (청파동1가),용산구,청파동,0,6.8,21,306.5,1,2,140,0,105,0,60,22523,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
연희온누리약국,서울특별시 용산구 한강대로 297 2층 (갈월동),용산구,남영동,0,5.2,25.8,496.1,1,2,140,0,105,0,60,6820,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
서현약국,서울특별시 용산구 이촌로 200 지히1층 104호 (이촌동),용산구,이촌1동,0,22.5,23.9,105.9,1,2,140,0,105,0,60,10126,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
굿윌정약국,서울특별시 용산구 후암로 47 1층 (후암동),용산구,후암동,0,11.5,23.6,205.6,1,2,140,0,105,0,60,21165,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
온누리정도약국,서울특별시 용산구 원효로53길 9 (원효로2가 정도약국),용산구,원효로1동,0,14.2,15.5,109,1,2,140,0,105,0,60,28356,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
인원약국,서울특별시 용산구 신흥로20길 5 (용산동2가),용산구,용산2가동,0,7.8,25.2,323.5,1,2,140,0,105,0,60,5751,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
구온누리약국,서울특별시 용산구 만리재로 134 1층 (서계동 힐타워빌딩),용산구,청파동,0,6.8,21,306.5,1,2,140,0,105,0,60,22523,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
신효창프라자약국,서울특별시 용산구 백범로 285 (효창동),용산구,효창동,0,14.5,19.7,135.9,1,2,140,0,105,0,60,23468,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
사랑플러스약국,서울특별시 용산구 한강대로 258 (남영동),용산구,남영동,0,5.2,25.8,496.1,1,2,140,0,105,0,60,6820,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
다정약국,서울특별시 용산구 한강대로104길 51 1층 (동자동 남영빌딩(제1호)),용산구,남영동,0,5.2,25.8,496.1,1,2,140,0,105,0,60,6820,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
편한약국,서울특별시 용산구 서빙고로 17 용산센트럴파크 해링턴스퀘어 1층 47호 (한강로3가),용산구,한강로동,0,11.5,17.9,155.5,1,2,140,0,105,0,60,7620,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
코끼리약국,서울특별시 용산구 보광로 30 2층 (보광동),용산구,보광동,0,7.7,24.3,317.1,1,2,140,0,105,0,60,21875,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
신세계약국,서울특별시 용산구 장문로 94 (보광동),용산구,보광동,0,7.7,24.3,317.1,1,2,140,0,105,0,60,21875,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
홍주약국,서울특별시 용산구 이촌로 206 3층 (이촌동 국민은행PB센터),용산구,이촌1동,0,22.5,23.9,105.9,1,2,140,0,105,0,60,10126,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
금보약국,서울특별시 용산구 원효로 51 110호 (산천동 삼성테마트상가),용산구,원효로2동,0,13.4,22.6,167.9,1,2,140,0,105,0,60,20185,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
한라약국,서울특별시 용산구 보광로 124 (이태원동),용산구,이태원1동,0,8.7,22.5,259.4,1,2,140,0,105,0,60,15375,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
기영약국,서울특별시 용산구 대사관로31길 7-5 (한남동),용산구,한남동,0,12.3,22,179,1,2,140,0,105,0,60,7894,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
서안약국,서울특별시 용산구 효창원로 142 (효창동 중앙병원),용산구,효창동,0,14.5,19.7,135.9,1,2,140,0,105,0,60,23468,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
힐링약국,서울특별시 용산구 신흥로 53 1층 (용산동2가),용산구,용산2가동,0,7.8,25.2,323.5,1,2,140,0,105,0,60,5751,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
삼희약국,서울특별시 용산구 서빙고로 17 105동 2009호 일부호 (한강로3가),용산구,한강로동,0,11.5,17.9,155.5,1,2,140,0,105,0,60,7620,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
우리서울약국,서울특별시 용산구 한강대로 95 2층 207호 (한강로2가 래미안용산),용산구,한강로동,0,11.5,17.9,155.5,1,2,140,0,105,0,60,7620,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
팜그린약국,서울특별시 용산구 청파로 74 전자랜드 1층 A147호 (한강로3가),용산구,한강로동,0,11.5,17.9,155.5,1,2,140,0,105,0,60,7620,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
이촌사랑약국,서울특별시 용산구 이촌로 300 제1호 (이촌동),용산구,이촌1동,0,22.5,23.9,105.9,1,2,140,0,105,0,60,10126,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
2층써밋약국,서울특별시 용산구 한강대로 69 상가동 2층 222-2호 (한강로2가 용산푸르지오써밋),용산구,한강로동,0,11.5,17.9,155.5,1,2,140,0,105,0,60,7620,5615,6729,6846,7680,12978,19446,20107,17773,17066,16248,19380,16671,16693,12668,8916,7070,5752,3079,1182,287,77,450,778,706,479,899,1322,1713,1870,1703,1273,1203,839,550,289,165,75,34,12,3,5,1.0
