NO,병원명,업무구분,대표전화,주소,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료
601,김윤희치과의원,응급의료기관 이외 > 치과의원,064-756-7528,제주특별자치도 제주시 서문로 29 (용담일동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,09:00~17:00,09:00~12:00,-,-
602,약손한의원,응급의료기관 이외 > 한의원,064-782-3232,제주특별자치도 제주시 조천읍 함덕10길 2 (조천읍),08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~12:30,-,-
603,김정무한의원,응급의료기관 이외 > 한의원,064-711-1075,"제주특별자치도 제주시 남녕로 32, 2층 (연동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
604,송성필한의원,응급의료기관 이외 > 한의원,064-722-8275,제주특별자치도 제주시 중앙로 325 (이도이동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
605,노동의원,응급의료기관 이외 > 의원,064-722-5802,"제주특별자치도 제주시 만덕로3길 2, 1층 (건입동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-
606,문창민한의원,응급의료기관 이외 > 한의원,064-747-7575,"제주특별자치도 제주시 수덕로 4 (노형동, 태창빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
607,제주경희한의원,응급의료기관 이외 > 한의원,064-721-3275,"제주특별자치도 제주시 고마로 99, 2층 (일도이동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
608,조천한의원,응급의료기관 이외 > 한의원,064-782-1075,"제주특별자치도 제주시 조천읍 신북로 234, 2층 (조천읍)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
609,고산경희한의원,응급의료기관 이외 > 한의원,064-772-5233,제주특별자치도 제주시 한경면 고산로 15 (한경면),08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~13:00,-,-
610,정한의원,응급의료기관 이외 > 한의원,064-796-7300,제주특별자치도 제주시 한림읍 한림로 663 (한림읍),08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,08:00~13:00
611,혜민당한의원,응급의료기관 이외 > 한의원,064-726-7575,제주특별자치도 제주시 중앙로 326 (이도이동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
612,제주다스름한의원,응급의료기관 이외 > 한의원,064-755-7522,"제주특별자치도 제주시 중앙로 567, 3층 (아라일동)",09:00~18:00,09:00~20:00,-,09:00~18:00,09:00~18:00,09:00~15:00,-,09:00~15:00
613,좋은이웃내과의원,응급의료기관 이외 > 의원,064-746-1119,"제주특별자치도 제주시 도령로 7, 금성빌딩 2층 (노형동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
614,한라성심의원,응급의료기관 이외 > 의원,064-752-8275,"제주특별자치도 제주시 동광로 107, 3층 (일도이동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
615,세화방치과의원,응급의료기관 이외 > 치과의원,064-901-3003,"제주특별자치도 제주시 구좌읍 구좌로 40, 3층 (구좌읍)",09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~12:30,-,-
616,경희수한의원,응급의료기관 이외 > 한의원,064-749-6655,제주특별자치도 제주시 서광로 279 (이도일동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,-,-
617,경희효한의원,응급의료기관 이외 > 한의원,064-784-6575,제주특별자치도 제주시 구좌읍 세화10길 2 (구좌읍),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,08:30~12:30
618,김철우한의원,응급의료기관 이외 > 한의원,064-712-1075,제주특별자치도 제주시 애월읍 하귀로 48 (애월읍),08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
619,푸른치과의원,응급의료기관 이외 > 치과의원,064-744-7522,제주특별자치도 제주시 수덕로 41 (노형동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:00,-,-
620,예쁜아이치과의원,응급의료기관 이외 > 치과의원,064-727-2228,"제주특별자치도 제주시 연북로 40, 3층 (노형동, 해월빌딩)",09:00~17:30,09:00~12:30,09:00~17:30,09:00~12:30,09:00~17:30,09:00~12:30,-,-
621,미엔미치과의원,응급의료기관 이외 > 치과의원,064-743-7528,"제주특별자치도 제주시 우정로15길 5 (외도일동, 장원빌딩 나동 302호)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:30~13:00,-,-
622,치아세상치과의원,응급의료기관 이외 > 치과의원,064-749-2275,"제주특별자치도 제주시 월광로 140, 2층 203호 (노형동)",09:30~18:00,09:30~18:00,09:30~13:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-
623,함덕치과의원,응급의료기관 이외 > 치과의원,064-784-2275,제주특별자치도 제주시 조천읍 신북로 523 (조천읍),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
624,탑치과의원,응급의료기관 이외 > 치과의원,064-773-2875,제주특별자치도 제주시 연북로 42 (노형동),09:30~19:00,09:30~21:00,09:30~19:00,09:30~19:00,09:30~21:00,09:30~14:00,-,-
625,박기범치과의원,응급의료기관 이외 > 치과의원,064-752-5321,"제주특별자치도 제주시 중앙로 62, 2층 (일도일동)",09:30~17:00,09:30~17:00,09:30~17:00,09:30~12:00,09:30~17:00,09:30~12:00,-,-
626,정승영치과의원,응급의료기관 이외 > 치과의원,064-722-3836,제주특별자치도 제주시 연삼로 259,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
627,부경돈치과의원,응급의료기관 이외 > 치과의원,064-758-2298,제주특별자치도 제주시 관덕로13길 2 (일도일동),09:30~17:30,09:30~17:30,09:30~17:30,09:30~17:30,09:30~17:30,09:30~12:00,-,-
628,서울수치과의원,응급의료기관 이외 > 치과의원,064-745-2275,"제주특별자치도 제주시 월랑로 3, 4층 (노형동, 온누리클리닉)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:00,-,-
629,오용덕치과의원,응급의료기관 이외 > 치과의원,064-753-4228,제주특별자치도 제주시 중앙로 191 (이도일동),10:30~17:30,10:30~17:30,10:30~17:30,10:30~17:30,10:30~17:30,10:00~12:00,-,-
630,영도치과의원,응급의료기관 이외 > 치과의원,064-722-2881,제주특별자치도 제주시 중앙로 51,10:00~16:00,10:00~16:00,10:00~16:00,10:00~16:00,10:00~16:00,-,-,-
631,김광주치과의원,응급의료기관 이외 > 치과의원,064-747-1919,제주특별자치도 제주시 신광로 33-1,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:00,-,-
632,이하얀치과의원,응급의료기관 이외 > 치과의원,064-751-0011,제주특별자치도 제주시 관덕로 64 (일도일동),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-
633,한솔치과의원,응급의료기관 이외 > 치과의원,064-726-0023,제주특별자치도 제주시 동화로 5 (화북일동),09:30~18:00,09:30~17:30,09:30~18:00,09:30~17:30,09:30~18:00,09:30~12:00,-,-
634,세화치과의원,응급의료기관 이외 > 치과의원,064-783-0775,제주특별자치도 제주시 구좌읍 구좌로 47,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
635,윤치과의원,응급의료기관 이외 > 치과의원,064-743-2828,제주특별자치도 제주시 수덕1길 3 (노형동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
636,김양근치과의원,응급의료기관 이외 > 치과의원,064-757-3900,제주특별자치도 제주시 서광로 205,-,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:00,-,-
637,오정훈치과의원,응급의료기관 이외 > 치과의원,064-758-0028,제주특별자치도 제주시 서광로 304 (이도이동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:30,-,-
638,김형남치과의원,응급의료기관 이외 > 치과의원,064-752-0038,제주특별자치도 제주시 중앙로 316 (이도이동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-
639,현용휴.채승원치과의원,응급의료기관 이외 > 치과의원,064-721-0222,제주특별자치도 제주시 고마로 99 (일도이동),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-
640,김윤홍치과의원,응급의료기관 이외 > 치과의원,064-756-2804,제주특별자치도 제주시 관덕로 22-1 (삼도이동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:00,-,-
641,브이아이피(VIP)치과의원,응급의료기관 이외 > 치과의원,064-900-2875,제주특별자치도 제주시 일주동로 246 (화북일동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-
642,김형진치과의원,응급의료기관 이외 > 치과의원,064-746-3325,제주특별자치도 제주시 신광로 63 (연동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-
643,사랑의치과의원,응급의료기관 이외 > 치과의원,064-725-2872,제주특별자치도 제주시 중앙로 552 3층,09:30~17:00,09:30~17:00,09:30~17:00,-,09:30~17:00,09:30~12:30,-,-
644,연동필치과의원,응급의료기관 이외 > 치과의원,064-747-2825,"제주특별자치도 제주시 신대로 72, 302호 (연동)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:00,-,-
645,청아치과의원,응급의료기관 이외 > 치과의원,064-702-7528,제주특별자치도 제주시 일주동로 189 (화북일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
646,우리치과의원,응급의료기관 이외 > 치과의원,064-745-8275,"제주특별자치도 제주시 월랑로 13, 3층 (노형동, 라자아일랜드)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-
647,문영석치과의원,응급의료기관 이외 > 치과의원,064-724-2875,제주특별자치도 제주시 서문로 18-1 (용담일동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:30,09:30~18:00,09:30~13:00,-,-
648,고산치과의원,응급의료기관 이외 > 치과의원,064-772-4636,제주특별자치도 제주시 한경면 고산로 9 (한경면),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-
649,지예치과의원,응급의료기관 이외 > 치과의원,064-759-2872,"제주특별자치도 제주시 고마로 108, 2층 (일도이동)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,-,-,-
650,하귀치과,응급의료기관 이외 > 치과의원,064-713-7900,제주특별자치도 제주시 애월읍 하귀로 38,09:00~17:00,09:00~17:00,09:00~12:30,09:00~17:00,09:00~17:00,09:00~12:30,-,-
651,오복류치과의원,응급의료기관 이외 > 치과의원,064-749-2233,"제주특별자치도 제주시 도령로 76, 4층 (연동)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:00,-,-
652,현동효내과의원,응급의료기관 이외 > 의원,064-746-8275,"제주특별자치도 제주시 월랑로8길 1, 201호 (노형동, 아란랴플라자)",08:30~17:50,08:30~17:50,08:30~17:50,08:30~17:50,08:30~17:50,08:30~12:50,-,-
653,김판규외과의원,응급의료기관 이외 > 의원,064-722-2852,제주특별자치도 제주시 무근성7길 2 (삼도이동),09:00~17:00,09:00~17:00,09:00~13:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-
654,고려의원,응급의료기관 이외 > 의원,064-784-7002,"제주특별자치도 제주시 구좌읍 세화10길 1, 2층 (구좌읍)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:00,-,-
655,동일내과의원,응급의료기관 이외 > 의원,064-753-2311,제주특별자치도 제주시 동광로 131 (일도이동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:00,-,-
656,임덕방사선과의원,응급의료기관 이외 > 의원,064-753-8684,제주특별자치도 제주시 중앙로 77 (이도일동),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-
657,우리안과의원,응급의료기관 이외 > 의원,064-723-8811,제주특별자치도 제주시 동광로 107 (일도이동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,08:30~18:00,08:30~13:00,-,-
658,탑정형외과의원,응급의료기관 이외 > 의원,064-796-7676,제주특별자치도 제주시 한림로 671 (한림읍) 2층,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-
659,김문신산부인과의원,응급의료기관 이외 > 의원,064-758-7535,제주특별자치도 제주시 동광로 111,09:00~18:00,09:00~12:30,09:00~12:30,09:00~18:00,09:00~12:30,-,-,-
660,화북성모안과의원,응급의료기관 이외 > 의원,064-727-5775,제주특별자치도 제주시 일주동로 250 (화북일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
661,가톨릭안과의원,응급의료기관 이외 > 의원,064-749-7008,"제주특별자치도 제주시 도령로 1, 3층 (노형동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
662,우리들소아청소년과의원,응급의료기관 이외 > 의원,064-748-7775,"제주특별자치도 제주시 연북로 38, 5층 (노형동, 연동타운)",09:00~18:00,09:00~18:00,09:00~13:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
663,박경식신경외과의원,응급의료기관 이외 > 의원,064-755-1155,제주특별자치도 제주시 서광로 263 (삼도일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
664,함내과의원,응급의료기관 이외 > 의원,064-758-5405,제주특별자치도 제주시 관덕로 63 (일도일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
665,닥터양내과의원,응급의료기관 이외 > 의원,064-752-3312,제주특별자치도 제주시 관덕로 18 (삼도이동),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-
666,썬플라워의원,응급의료기관 이외 > 의원,064-798-9900,제주특별자치도 제주시 한림읍 금능남로 127 (라온프라이빗타운),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-
667,선내과의원,응급의료기관 이외 > 의원,064-722-6322,제주특별자치도 제주시 중앙로 319 (이도이동),09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~12:00,-,-
668,김한신의원,응급의료기관 이외 > 의원,064-756-2248,제주특별자치도 제주시 동광로 82 (이도이동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
669,혜민내과의원,응급의료기관 이외 > 의원,064-752-1313,"제주특별자치도 제주시 동광로15길 2, 105호 (일도이동, 일도위더스빌23차)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:00,-,-
670,홍건수안과의원,응급의료기관 이외 > 의원,064-748-1990,제주특별자치도 제주시 월랑로 3 (노형동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-
671,김영석성형외과의원,응급의료기관 이외 > 의원,064-711-7533,제주특별자치도 제주시 도령로 1 5층 (노형동),09:30~18:00,09:30~18:00,14:00~18:00,09:30~18:00,09:30~18:00,09:30~12:30,-,-
672,노형안과의원,응급의료기관 이외 > 의원,064-713-1997,"제주특별자치도 제주시 월랑로 1, 6층 (노형동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
673,상쾌한속내과의원,응급의료기관 이외 > 의원,064-743-6798,제주특별자치도 제주시 연북로 38,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:30,-,-
674,청담한의원,응급의료기관 이외 > 한의원,064-901-8288,"제주특별자치도 제주시 진동로 1, 3층 (화북일동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,09:30~14:00,-,-
675,삼성정형외과의원,응급의료기관 이외 > 의원,064-752-7582,"제주특별자치도 제주시 동광로 124, 2,3층 (일도이동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:00,-,-
676,그린서울내과의원,응급의료기관 이외 > 의원,064-749-7770,"제주특별자치도 제주시 1100로 3333, 5층 (노형동)",09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~12:30,-,-
677,가톨릭정신건강의학과의원,응급의료기관 이외 > 의원,064-746-7355,제주특별자치도 제주시 도령로 1,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,-,-,-
678,편안한마취통증의학과의원,응급의료기관 이외 > 의원,064-758-0075,제주특별자치도 제주시 일주동로 199,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,-,-
679,밝은안과의원,응급의료기관 이외 > 의원,064-722-0025,"제주특별자치도 제주시 동광로 131 (일도이동,일도클리닉 103호)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
680,바루나마취통증의학과의원,응급의료기관 이외 > 의원,064-753-8800,제주특별자치도 제주시 동광로 131 (일도이동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
681,박지욱신경과의원,응급의료기관 이외 > 의원,064-747-6119,제주특별자치도 제주시 월랑로 3 (노형동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
682,정성학 마취통증의학과의원,응급의료기관 이외 > 의원,064-756-3500,"제주특별자치도 제주시 서사로 155, 4층 (삼도일동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,-,-
683,이중철치과의원,응급의료기관 이외 > 치과의원,064-722-7528,제주특별자치도 제주시 일주동로 179 (화북일동),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~12:00,-,-
684,예나치과의원,응급의료기관 이외 > 치과의원,064-712-2872,제주특별자치도 제주시 서광로 83,09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~12:30,-,-
685,연세휴먼치과의원,응급의료기관 이외 > 치과의원,064-749-0075,제주특별자치도 제주시 과원로 28 3213-27 (연동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:00,-,-
686,e고은치과의원,응급의료기관 이외 > 치과의원,064-725-2875,제주특별자치도 제주시 동광로 131,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
687,한림치과,응급의료기관 이외 > 치과의원,064-796-1363,제주특별자치도 제주시 한림읍 한림로 664,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-
688,고.홍치과의원,응급의료기관 이외 > 치과의원,064-752-2852,제주특별자치도 제주시 중앙로 194 (이도일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
689,김원 플란트 치과의원,응급의료기관 이외 > 치과의원,064-726-7676,제주특별자치도 제주시 화삼로 11 (화북일동),09:30~19:00,09:30~19:00,09:30~19:00,09:30~21:00,09:30~19:00,09:30~14:00,-,-
690,양택상치과의원,응급의료기관 이외 > 치과의원,064-752-2080,제주특별자치도 제주시 동문로 76 (일도이동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,-,-,-
691,조천치과의원,응급의료기관 이외 > 치과의원,064-783-7528,제주특별자치도 제주시 조천읍 신북로 216 2층,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
692,서울탑정신건강의학과의원,응급의료기관 이외 > 의원,064-746-7282,"제주특별자치도 제주시 1100로 3321, 303호 (노형동)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-
693,제원한의원,응급의료기관 이외 > 한의원,064-747-7533,제주특별자치도 제주시 신대로14길 36 (연동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-
694,김녕한의원,응급의료기관 이외 > 한의원,064-783-1548,제주특별자치도 제주시 구좌읍 김녕로 102-1,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~12:00,-,08:00~12:30
695,동문한의원,응급의료기관 이외 > 한의원,064-725-7889,"제주특별자치도 제주시 오현길 82 (이도일동,1층)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~14:00,-,-
696,함덕한의원,응급의료기관 이외 > 한의원,064-783-1075,제주특별자치도 제주시 조천읍 신북로 514 2층,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,08:00~13:00
697,애월한의원,응급의료기관 이외 > 한의원,064-799-3930,제주특별자치도 제주시 애월읍 애월로 105 (애월읍),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-
698,세안당한의원,응급의료기관 이외 > 한의원,064-796-1096,제주특별자치도 제주시 한림읍 사가동길 1,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~12:00,-,08:00~12:00
699,행복한한의원,응급의료기관 이외 > 한의원,064-723-9933,제주특별자치도 제주시 고마로 104 (일도이동),09:00~19:00,09:00~19:00,09:00~18:30,09:00~19:00,09:00~19:00,09:00~15:00,-,-
700,경희동원한의원,응급의료기관 이외 > 한의원,064-782-3141,"제주특별자치도 제주시 조천읍 신북로 68, 103동 1층 101~102호 (조천읍)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~13:00,-,-
701,수양한의원,응급의료기관 이외 > 한의원,064-757-2068,"제주특별자치도 제주시 연수로3길 4 (일도이동, 수양빌딩)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
702,한림한의원,응급의료기관 이외 > 한의원,064-796-8800,제주특별자치도 제주시 한림읍 명랑로 6,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,-,08:30~12:30
703,한국한의원,응급의료기관 이외 > 한의원,064-752-0116,"제주특별자치도 제주시 동광로 113, 2층 (일도이동)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
704,만덕한의원,응급의료기관 이외 > 한의원,064-743-7582,제주특별자치도 제주시 용문로 162 (용담이동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-
705,경희아침애한의원,응급의료기관 이외 > 한의원,064-725-1175,제주특별자치도 제주시 동문로 91 (건입동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-
706,도남한의원,응급의료기관 이외 > 한의원,064-756-5717,제주특별자치도 제주시 신성로 85,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,09:00~13:00
707,김성은한의원,응급의료기관 이외 > 한의원,064-759-7510,제주특별자치도 제주시 서광로 239 (삼도일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
708,경희장수한의원,응급의료기관 이외 > 한의원,064-742-7585,제주특별자치도 제주시 과원북4길 5 (노형동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,09:00~13:00
709,참한의원,응급의료기관 이외 > 한의원,064-724-1075,제주특별자치도 제주시 서광로 241-1 (삼도일동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-
710,진한의원,응급의료기관 이외 > 한의원,064-753-6007,제주특별자치도 제주시 서사로11길 3 (삼도이동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
711,진영미한의원,응급의료기관 이외 > 한의원,064-758-5353,제주특별자치도 제주시 동광로2길 1 (이도이동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-
712,명가한의원,응급의료기관 이외 > 한의원,064-755-3636,"제주특별자치도 제주시 수목원길 41, 2층 (연동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:30,-,-
713,민초당한의원,응급의료기관 이외 > 한의원,064-756-9088,제주특별자치도 제주시 중앙로15길 8 (이도일동),08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,-,-
714,경희명인한의원,응급의료기관 이외 > 한의원,064-753-8275,제주특별자치도 제주시 고마로 123 (일도이동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
715,조선한의원,응급의료기관 이외 > 한의원,064-712-7775,"제주특별자치도 제주시 진군남4길 7-1 (노형동, 천마에코피아)",09:30~19:00,09:30~19:00,09:30~19:00,14:00~19:00,-,09:30~16:00,09:30~16:00,09:30~16:00
716,제일한의원,응급의료기관 이외 > 한의원,064-755-7510,"제주특별자치도 제주시 진남로6길 6 (화북일동,(1층))",08:40~18:30,08:40~18:30,08:40~18:30,08:40~18:30,08:40~18:30,08:40~14:00,-,08:40~14:00
717,보수당한의원,응급의료기관 이외 > 한의원,064-757-5339,제주특별자치도 제주시 관덕로11길 16 (일도일동),10:00~18:30,10:00~18:30,10:00~18:30,-,10:00~18:30,10:00~15:00,-,-
718,중원뢰영성한의원,응급의료기관 이외 > 한의원,064-748-1075,제주특별자치도 제주시 월랑로 18 (노형동),08:50~18:30,08:50~18:30,08:50~18:30,08:50~18:30,08:50~18:30,08:50~14:00,-,-
719,율한의원,응급의료기관 이외 > 한의원,064-747-8575,제주특별자치도 제주시 용화로 61-1 (용담이동),08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
720,도연한의원,응급의료기관 이외 > 한의원,064-752-5121,제주특별자치도 제주시 고마로 87 신정빌딩 3층 (일도이동),08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,-,-,-
721,의료법인숭산의료재단봉개한의원,응급의료기관 이외 > 한의원,064-721-5504,제주특별자치도 제주시 번영로 477,09:00~17:30,09:00~17:30,09:00~11:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-
722,해와달 한의원,응급의료기관 이외 > 한의원,064-744-3399,"제주특별자치도 제주시 신대로 67, 2층 (연동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
723,제이산부인과의원,응급의료기관 이외 > 의원,064-747-9100,"제주특별자치도 제주시 연북로 38 (노형동, 연동타운)",09:30~18:00,09:30~18:00,09:30~13:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-
