"약국ID","주소","약국명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1101499","서울특별시 강남구 강남대로 242 1층(도곡동 크리스탈빌딩)","메디피아약국","02-3463-1547","2200","2200","2200","2200","2200","2200","1300","1800","0830","0830","0830","0830","0830","0830","0900","1000","062","67","127.0340830875","37.4853724258","2022-07-20 17:42:03.0"
"C1103111","서울특별시 중구 소공로 지하 58 화-2호 (충무로1가)","메디홈약국","02-753-2129","1830","1830","1830","1830","1830","1600","1300","1800","0900","0900","0900","0900","0900","0900","0900","1000","045","35","126.98205448560941","37.56107172303399","2022-07-20 17:42:03.0"
"C1104614","서울특별시 서초구 고무래로 32 반포트라이엄프메딕스빌딩 107호 (반포동)","메딕스약국","02-537-0671","1900","1900","1900","1900","1900","1500","1300","1800","0830","0830","0830","0830","0830","0830","0900","1000","065","99","127.01198491316963","37.50243257060162","2022-07-20 17:42:03.0"
"C1103393","서울특별시 강남구 남부순환로 2941 101호 (대치동)","메타팜약국","02-566-2268","1900","1900","1900","1900","1900","1700","1300","1800","0900","0900","0900","0900","0900","0830","0900","1000","062","80","127.06210991404868","37.49427967230214","2022-07-20 17:42:03.0"
"C1102728","서울특별시 강남구 언주로30길 13  (도곡동 대림아크로빌 대림아크로텔)","메트로약국","02-529-2304","2100","2100","2100","2100","2100","2100","1300","1800","0930","0930","0930","0930","0930","0930","0900","1000","062","92","127.05067423037542","37.48814157952643","2022-07-20 17:42:03.0"
"C1109205","서울특별시 송파구 송파대로 지하 82 장지역 지하1층 819-102호 (장지동)","메트로약국","02-000-0000","2000","2000","2000","2000","2000","1600","1600","1600","0800","0800","0800","0800","0800","1000","1000","1000","058","16","127.126424204036","37.4781192050612","2022-07-20 17:42:03.0"
"C1104631","서울특별시 성북구 보국문로 53 (정릉동)","멜론약국","02-942-2712","1900","1900","1900","1900","1900","1700","1600","1600","0900","0900","0900","0900","0900","0900","1000","1000","027","09","127.00950889836378","37.609264303489795","2022-07-20 17:42:03.0"
"C1108213","서울특별시 중랑구 사가정로 404-6 1층지층 (면목동)","면목그랜드약국","02-435-8447","2000","2000","1900","2000","2000","1700","1600","1600","0900","0900","0900","0900","0900","0900","1000","1000","022","50","127.0892962879","37.5803126874","2022-07-20 17:42:03.0"
"C1101466","서울특별시 중랑구 용마산로 328 (면목동)","면목백화점약국","02-2207-4636","2230","2230","2230","2230","2230","2230","2100","2100","0900","0900","0900","0900","0900","0900","1000","1000","021","96","127.093572222222221","37.581013888888890","2022-07-20 17:42:03.0"
"C1108892","서울특별시 중랑구 겸재로 194 (면목동)","면목약국","02-2209-5955","2100","2100","2100","2100","2100","1600","2100","1300","0900","0900","0900","0900","0900","0900","1000","0900","131","200","127.08907771242","37.5885133298055","2022-07-20 17:42:03.0"
"C1101468","서울특별시 중랑구 겸재로 121 (면목동)","면목종로약국","02-439-3161","1900","1900","1900","1900","1900","1500","2100","1300","0900","0900","0900","0900","0900","0900","1000","0900","021","47","127.08133751475802","37.587189395375674","2022-07-20 17:42:03.0"
"C1108274","서울특별시 중구 남대문로7길 11 1층 (소공동)","명동명약국","02-779-5395","2130","2130","2130","2130","2130","2130","2130","2130","0930","0930","0930","0930","0930","0930","0930","0930","045","32","126.98125189948831","37.56369097957617","2022-07-20 17:42:03.0"
"C1108610","서울특별시 중구 남대문로 68 5층 (명동2가)","명동모모약국","02-318-6803","1930","1930","1930","1930","1930","1530","2130","2130","1100","1100","1100","1100","1100","1100","0930","0930","045","35","126.98226618199972","37.5631108945912","2022-07-20 17:42:03.0"
"C1103887","서울특별시 중구 퇴계로 109 (충무로1가)","명동사랑약국","02-778-9975","2000","2000","2000","2000","2000","1600","2130","2130","0930","0930","0930","0930","0930","0930","0930","0930","045","36","126.98384755140921","37.56098657148565","2022-07-20 17:42:03.0"
"C1103640","서울특별시 중구 퇴계로 123","명동약국","02-2079-0825","1900","1900","1900","1900","1900","1700","2130","2130","1000","1000","1000","1000","1000","1000","0930","0930","045","36","126.98535478590364","37.56133170592699","2022-07-20 17:42:03.0"
"C1102692","서울특별시 성동구 고산자로 164","명동온누리약국","02-2281-7292","1930","1930","1930","1930","1930","1600","2130","2130","0900","0900","0900","0900","0900","0900","0930","0930","047","46","127.03473973266199","37.55488065515367","2022-07-20 17:42:03.0"
"C1101469","서울특별시 중구 소공로 64 A-102(충무로1가동남도서빌딩)","명동중앙약국","02-777-0505","1950","1950","1950","1950","1950","1630","2130","2130","0830","0830","0830","0830","0830","0830","0930","0930","045","35","126.982058333333327","37.561016666666667","2022-07-20 17:42:03.0"
"C1101470","서울특별시 중구 남대문로 68 3층 (명동2가)","명동천사약국","02-755-1005","1830","1830","1830","1830","1830","1300","2130","2130","0930","0930","0930","0930","0930","0930","0930","0930","045","35","126.9857806418519","37.55993342769138","2022-07-20 17:42:03.0"
"C1107601","서울특별시 중구 명동9길 23 1층 102호 (을지로2가)","명동하이약국","070-4140-8275","2000","2000","2000","2000","2000","1200","2300","2300","0900","0900","0900","0900","0900","0900","1200","1000","045","34","126.9844932927","37.5648915769","2022-07-20 17:42:03.0"
"C1102693","서울특별시 종로구 성균관로 56-1 (명륜1가)","명륜시장약국","02-747-3443","2000","2000","2000","2000","2000","2000","1900","2300","0830","0830","0830","0830","0830","0830","0900","1000","030","69","126.996686111111117","37.587677777777778","2022-07-20 17:42:03.0"
"C1101484","서울특별시 금천구 시흥대로 225 104105호 (시흥동)","명문당약국","02-803-3443","2130","2130","2130","2130","2130","2200","1900","2130","1530","1530","1530","1530","1530","0900","0900","1530","086","32","126.90073395344021","37.4550910577031","2022-07-20 17:42:03.0"
"C1101487","서울특별시 강남구 양재대로55길 6  (일원동)","명문약국","02-459-3312","1800","1800","1800","1800","1800","1800","1900","2130","1000","1000","1000","1000","1000","0900","0900","1530","063","41","127.0883127633272","37.49131981882739","2022-07-20 17:42:03.0"
"C1103728","서울특별시 강서구 허준로 175  (가양동 가양6단지아파트)","명문약국","02-2659-7374","1930","1930","1930","1930","1930","1700","1900","2130","0900","0900","0900","0900","0900","0900","0900","1530","075","31","126.85833083975203","37.562810106411035","2022-07-20 17:42:03.0"
"C1109234","서울특별시 도봉구 우이천로 300(쌍문동)","명문약국","02-995-5941","1800","1800","1800","1800","1800","1700","1900","2130","0850","0850","0850","0850","0850","0900","0900","1530","014","52","127.029132835173","37.644544272023","2022-07-20 17:42:03.0"
"C1101864","서울특별시 서대문구 연희로36길 10 1층 (연희동)","명문약국","02-332-5677","1900","1900","1900","1900","1900","1300","1900","2130","0900","0900","0900","0900","0900","0900","0900","1530","037","18","126.9365903001545","37.5786391565608","2022-07-20 17:42:03.0"
"C1104292","서울특별시 송파구 마천로41길 20 1층 (마천동)","명문약국","02-400-8216","2100","2100","2100","2100","2100","1600","1900","2130","0900","0900","0900","0900","0900","0900","0900","1530","057","56","127.1496070504","37.497017332","2022-07-20 17:42:03.0"
"C1100069","서울특별시 동대문구 사가정로 225 1층 (장안동)","명문온누리약국","02-2212-8881","2000","2000","2000","2000","2000","1800","1900","2130","0900","0900","0900","0900","0900","0900","0900","1530","025","18","127.0701170660009","37.57894171115633","2022-07-20 17:42:03.0"
"C1102681","서울특별시 금천구 시흥대로 92 (시흥동)","명보약국","02-803-2384","2000","2000","2000","2000","2000","1800","1900","2130","0900","0900","0900","0900","0900","0900","0900","1530","086","52","126.90395898702672","37.442322215380045","2022-07-20 17:42:03.0"
"C1104204","서울특별시 도봉구 노해로 384 2층 203-1호","명산약국","02-908-8122","2000","2000","2000","2000","2000","1600","1300","2130","0900","0900","0900","0900","0900","0900","0900","1530","014","16","127.0510029007895","37.65194238696446","2022-07-20 17:42:03.0"
"C1101460","서울특별시 송파구 백제고분로41길 31 (송파동)","명생약국","02-422-1394","2200","2200","2200","2200","2200","2200","2200","2130","1100","1100","1100","1100","1100","1100","1400","1530","056","25","127.1064880986","37.5084311516","2022-07-20 17:42:03.0"
"C1102811","서울특별시 강동구 구천면로 424 115호 (명일동 명일메카타운)","명성그린약국","02-428-6267","2000","2000","2000","2000","2000","1700","2200","2130","0830","0830","0830","0830","0830","0830","1400","1530","052","92","127.1457747377355","37.55025261772922","2022-07-20 17:42:03.0"
"C1101462","서울특별시 영등포구 도림로 152-4 (대림동)","명성약국","02-836-0206","1830","1830","1830","1830","1830","1400","2200","2130","0730","0730","0730","0730","0730","0900","1400","1530","074","17","126.89883873384544","37.493569233925996","2022-07-20 17:42:03.0"
"C1102130","서울특별시 광진구 광나루로 538  (구의동)","명성약국","02-444-7848","2100","2100","2100","2100","2100","2100","2200","2130","0900","0900","0900","0900","0900","0900","1400","1530","050","32","127.0893850903889","37.544671438884954","2022-07-20 17:42:03.0"
"C1102982","서울특별시 관악구 관악로 231-1 (봉천동)","명성프라자약국","02-888-8978","2050","2050","2050","2050","2050","2000","2200","2130","0900","0900","0900","0900","0900","0900","1400","1530","087","44","126.95559846574665","37.4853483636066","2022-07-20 17:42:03.0"
"C1102648","서울특별시 성북구 돌곶이로 28 1층 (석관동)","명소약국","02-965-0237","2100","2100","2100","2100","2100","2030","2100","2130","0840","0840","0840","0840","0840","0840","0900","1530","027","85","127.06113670714777","37.6070445937422","2022-07-20 17:42:03.0"
"C1104549","서울특별시 동작구 서달로 151 (흑석동)","명수대약국","02-813-2558","2100","2100","2100","2100","2100","2100","2000","2130","0900","0900","0900","0900","0900","0900","1000","1530","069","73","126.9615369069","37.5069700127","2022-07-20 17:42:03.0"
"C1102649","서울특별시 금천구 시흥대로138길 13","명수약국","02-854-6846","2200","2200","2200","2200","2200","2100","2000","2130","1100","1100","1100","1100","1100","0900","1000","1530","085","44","126.8993218932001","37.47284683215748","2022-07-20 17:42:03.0"
"C1104627","서울특별시 서대문구 증가로 84 1층 103호 (연희동)","명신당약국","02-335-2313","1800","1800","1800","1800","1800","1800","2000","2130","0900","0900","0900","0900","0900","0900","1000","1530","036","95","126.91894899741717","37.56872103130088","2022-07-20 17:42:03.0"
"C1107607","서울특별시 금천구 탑골로 18","명신약국","02-807-8767","2100","2100","2100","2100","2100","2200","2000","2130","0900","0900","0900","0900","0900","0900","1000","1530","086","57","126.91118224256026","37.45176148875683","2022-07-20 17:42:03.0"
"C1103776","서울특별시 성북구 종암로 180 (하월곡동)","명신약국","02-912-0723","1900","1900","1900","1900","1900","1600","2000","2130","0900","0900","0900","0900","0900","0900","1000","1530","027","39","127.0316185787631","37.60579804101067","2022-07-20 17:42:03.0"
"C1103558","서울특별시 강남구 개포로 207  (개포동)","명심약국","02-575-5867","2200","2200","2200","2200","2200","2200","2000","2130","0830","0830","0830","0830","0830","0830","1000","1530","063","03","127.04529251182996","37.47854841662944","2022-07-20 17:42:03.0"
"C1108573","서울특별시 송파구 거마로 62 효명빌딩 1층 (마천동)","명약국","02-407-8374","2100","2100","2100","2100","2100","1700","2000","2130","0900","0900","0900","0900","0900","0900","1000","1530","057","55","127.14701788943613","37.49841894339621","2022-07-20 17:42:03.0"
"C1101859","서울특별시 동대문구 망우로18나길 3","명약국","02-2246-7471","1830","1830","1830","1830","1830","1500","2000","2130","1000","1000","1000","1000","1000","1000","1000","1530","024","98","127.06057300835346","37.58734937077996","2022-07-20 17:42:03.0"
"C1102650","서울특별시 금천구 시흥대로 473 (독산동)","명약국","02-851-5672","2000","2000","2000","2000","2000","1600","2000","2130","0900","0900","0900","0900","0900","0900","1000","1530","085","31","126.89805974975795","37.47599350012073","2022-07-20 17:42:03.0"
"C1107705","서울특별시 중구 남대문로9길 51 효덕빌딩 5층 (을지로1가)","명약국","02-3789-0624","1830","1830","1830","1830","1830","1130","2000","2130","0900","0900","0900","0900","0900","0930","1000","1530","045","23","126.9795034543","37.5668153436","2022-07-20 17:42:03.0"
"C1101853","서울특별시 광진구 아차산로 532 101호(광장동진넥스빌딩)","명약국","02-456-6155","1900","1900","1900","1900","1900","1500","2000","2130","0800","0800","0800","0800","0800","0800","1000","1530","049","74","127.1004577413394","37.542353743709505","2022-07-20 17:42:03.0"
"C1102679","서울특별시 강남구 압구정로 212  (신사동)","명옥약국","02-543-3751","2030","2030","2030","2030","2030","1600","2100","2130","0830","0830","0830","0830","0830","0900","1000","1530","060","22","127.0304595614","37.527839587","2022-07-20 17:42:03.0"
"C1108777","서울특별시 서대문구 신촌로35길 10 117호 (북아현동 e편한세상신촌 4단지)","명음약국","02-313-2208","1930","1930","1930","1930","1930","1500","2100","2130","0900","0900","0900","0900","0900","0900","1000","1530","037","72","126.955972779768","37.5586416507778","2022-07-20 17:42:03.0"
"C1109274","서울특별시 강동구 명일로 270 1층 (길동)","명일로약국","02-488-2288","2000","2000","2000","2000","2000","1400","2100","2130","0900","0900","0900","0900","0900","0900","1000","1530","053","00","127.147753764923","37.542600110181","2022-07-20 17:42:03.0"
