,사업장명,도로명주소,경도,위도,geometry
1001,수온누리약국,서울특별시 동대문구 사가정로 122 206호 (전농동 전농하우스토리),205102.874915953,452765.708982856,POINT (960765.552210962 1953180.924461435)
1002,영진당약국,서울특별시 동대문구 약령중앙로 12 (제기동),203202.422346193,452998.264771162,POINT (958867.1055359524 1953423.5243969983)
1003,한동당약국,서울특별시 동대문구 약령중앙로 29-4 1층 (제기동),203185.899155644,453189.695693658,POINT (958851.6102035943 1953614.9665595922)
1004,정다운약국,서울특별시 동대문구 이문로54길 46 1층 108호 (이문동 이문e편한세상아파트상가1동),205623.059132399,455899.982370316,POINT (961302.250652014 1956311.1555307761)
1005,드림약국,서울특별시 동대문구 천호대로 8 (신설동),202079.097098443,452498.974852281,POINT (957741.5674553154 1952930.4269204296)
1006,우주약국,서울특별시 동대문구 장한로 139 (장안동),206237.158132452,452292.449080256,POINT (961896.8523963572 1952701.8056777972)
1007,자연약국,서울특별시 동대문구 휘경로 31 1층 (이문동),205530.983542549,454767.304637579,POINT (961204.167120104 1955179.4272354897)
1008,국민약국,서울특별시 동대문구 이문로 37 104호 (회기동 회기역 한일베라체캠퍼스),204881.313219146,454280.040555974,POINT (960552.1590614824 1954695.826748201)
1009,미래로약국,서울특별시 동대문구 이문로 114 한국외국어대학교 글로벌홀 1층 (이문동),205292.65899511,454935.013985935,POINT (960966.8338724497 1955348.3406262558)
1010,도원당약국,서울특별시 동대문구 약령중앙로 31 (제기동),203195.316733581,453201.852941052,POINT (958861.088854979 1953627.0686822226)
1011,장안제일약국,서울특별시 동대문구 장한로25길 2 1층 (장안동),206209.576167034,452176.9955595,POINT (961868.6658082163 1952586.5460310418)
1012,정성전한약국,서울특별시 동대문구 약령중앙로 7-4 3층 (제기동),203160.859654118,452970.739421678,POINT (958825.412702641 1953396.2318234867)
1013,메디약국,서울특별시 동대문구 회기로 173 1층 (회기동),204823.354808098,454238.866055532,POINT (960494.0043335429 1954654.9781249673)
1014,경희제일약국,서울특별시 동대문구 경희대로 19-5 (회기동),204541.824264478,454552.390351247,POINT (960214.2603210253 1954969.8782130566)
1015,삼오약국,서울특별시 동대문구 답십리로 64 (전농동),204177.189625333,452576.736126935,POINT (959839.2321796453 1952996.965594318)
1016,경희다정한약국,서울특별시 동대문구 답십리로65길 77 1층 (장안동),206082.471849027,452636.697593479,POINT (961744.064941846 1953046.7398725927)
1017,장안수약국,서울특별시 동대문구 천호대로83길 43-1 1층 (장안동),205694.542288058,451319.248906032,POINT (961349.2658409269 1951731.8932744425)
1018,유원당약국,서울특별시 동대문구 약령중앙로4길 9 (제기동),203264.091526218,453073.831726814,POINT (958929.1530623217 1953498.7320103312)
1019,한가람약국,서울특별시 동대문구 망우로 77 1층 (휘경동),205386.173857852,454209.224185065,POINT (961056.4379650143 1954622.3451001588)
1020,영신당약국,서울특별시 동대문구 약령동길 50 (제기동),203285.341481979,453133.196784481,POINT (958950.711174189 1953557.9598516978)
1021,미소가득약국,서울특별시 동대문구 장안벚꽃로 107 상가1동 2층 215-1호 (장안동 장안현대홈타운),206521.405320134,451940.119059947,POINT (962179.1052598763 1952348.10237025)
1022,래미안약국,서울특별시 동대문구 전농로3길 78-1 1층 (답십리동),204888.216900868,452111.436128116,POINT (960547.4909946092 1952528.0606972824)
1023,장수약국,서울특별시 동대문구 이문로 135 1층 105호 (이문동 아정오피스텔),205346.378036328,455163.829715801,POINT (961021.7523435663 1955576.7772090463)
1024,경희온누리약국,서울특별시 동대문구 경희대로1가길 32 (회기동),204498.75177081,454523.147108297,POINT (960171.0491436885 1954940.8766053272)
1025,보창백옥약국,서울특별시 동대문구 약령동길 86 1층 (제기동),203296.567702379,453317.274075272,POINT (958962.914901918 1953741.903281466)
1026,그랜드온누리약국,서울특별시 동대문구 장한로 14 (장안동),205735.900488896,451152.275276839,POINT (961389.7169129214 1951564.7666301916)
1027,어깨동무약국,서울특별시 동대문구 무학로 189 1층 (용두동),202541.576023678,453219.463942194,POINT (958207.7044602553 1953648.1601928924)
1028,경희동문약국,서울특별시 동대문구 경희대로 19 (회기동),204560.580054649,454568.908244098,POINT (960233.0966926409 1954986.2893597982)
1029,건수당한약국,서울특별시 동대문구 약령중앙로 72-2 (제기동),203262.562734529,453605.062458519,POINT (958930.4589675298 1954029.7574383433)
1030,종로프라자약국,서울특별시 동대문구 사가정로 226 101호~104호 (장안동),206112.089846358,452919.497945867,POINT (961775.1794833548 1953329.267731404)
1031,경희메디칼약국,서울특별시 동대문구 경희대로 24 1층 (회기동),204594.922016759,454591.815511257,POINT (960267.5470468447 1955009.004131451)
1032,이문메디칼약국,서울특별시 동대문구 이문로 131 1층 (이문동 삼일퍼스탑),205327.884942931,455124.371201857,POINT (961003.0561377257 1955537.4333356486)
1033,신유약국,서울특별시 동대문구 장한로28가길 1 1층 (장안동),206329.469799378,452312.085254881,POINT (961989.2314095835 1952720.941530656)
1034,카톨릭대학약국,서울특별시 동대문구 왕산로 178 1층 (전농동),203743.598607972,452993.535471829,POINT (959408.0390269127 1953415.910062501)
1035,가까운약국,서울특별시 동대문구 천호대로 313 10호 11호 (답십리동 태영빌딩),204814.685158893,451460.510691169,POINT (960470.5173917607 1951877.7900808286)
1036,경희금현한약국,서울특별시 동대문구 정릉천동로 58 (용두동),203085.866786086,452766.014195644,POINT (958749.3578595632 1953191.988871331)
1037,송원당약국,서울특별시 동대문구 약령중앙로 68-1 4층 (제기동),203254.342803904,453564.480219459,POINT (958922.025824801 1953989.2353610562)
1038,경희삼일한약국,서울특별시 동대문구 약령동길 17 (제기동),203257.856751287,452977.294527464,POINT (958922.4058052239 1953402.2668608283)
1039,심원한약국,서울특별시 동대문구 약령중앙로6길 17 (제기동),203306.746872027,453179.801158059,POINT (958972.3565858668 1953604.4313050462)
1040,아이약국,서울특별시 동대문구 장한로32길 19 105동 102호 (장안동 삼성리치캐슬),206404.386606951,452592.415374316,POINT (962065.6131240067 1953000.7584669904)
1041,참사랑약국,서울특별시 동대문구 답십리로56길 21 상가동 102호 (답십리동 두산아파트),205247.577383779,451893.093734117,POINT (960905.5418874846 1952307.8898299614)
1042,코아약국,서울특별시 동대문구 이문로 30 1층 (휘경동),204900.443690328,454198.87131012,POINT (960570.8487029583 1954614.5881848629)
1043,새동산약국,서울특별시 동대문구 왕산로 225 미주상가 A동 2층 11-2호 (청량리동),204089.817117361,453314.135663101,POINT (959755.8285086029 1953734.5342239116)
1044,정성약국,서울특별시 동대문구 서울시립대로 50 (전농동),204135.033906918,452600.798450439,POINT (959797.2217889021 1953021.2430890228)
1045,크로바약국,서울특별시 동대문구 망우로 80 1층 (휘경동),205435.088371881,454165.72746027,POINT (961105.1006216634 1954578.6049565938)
1046,경희자연한약국,서울특별시 동대문구 망우로 35 상가동 B103 B104(일부)호 (휘경동 휘경 제이스카이 아파트),205016.850189843,454082.947701883,POINT (960686.5896764917 1954498.0902536751)
1047,동부대학약국,서울특별시 동대문구 무학로 122 1층 (용두동),202654.436307128,452528.787046685,POINT (958316.8351061414 1952957.1582735262)
1048,맑은샘약국,서울특별시 동대문구 천호대로83길 39 (장안동),205687.39541256,451306.279958034,POINT (961342.0526959756 1951718.9676834112)
1049,엘림당약국,서울특별시 동대문구 약령중앙로 31 (제기동),203195.316733581,453201.852941052,POINT (958861.088854979 1953627.0686822226)
1050,행복한정약국,서울특별시 동대문구 이문로 188 1층 (이문동),205426.699948212,455671.621878218,POINT (961104.7519624673 1956083.9354477648)
1051,메디팜동아약국,서울특별시 동대문구 한천로 55 (답십리동),205393.433367381,451620.970949384,POINT (961049.8876711342 1952035.0991143358)
1052,제일성모약국,서울특별시 동대문구 약령시로 126 1층 (청량리동),203885.75677,453711.576619,POINT (959553.9706976161 1954132.9038499622)
1053,덕현당한약국,서울특별시 동대문구 왕산로 123 1층 (제기동),203213.255431581,452908.03481324,POINT (958877.4529363952 1953333.2728999804)
1054,바른손약국,서울특별시 동대문구 휘경로 34 (휘경동),205543.342270855,454716.657089306,POINT (961216.2505758198 1955128.7342136477)
1055,최재혁한약국,서울특별시 동대문구 약령중앙로 38 2층 201호 (제기동),203230.127851942,453254.843536249,POINT (958896.1686848168 1953679.8522767872)
1056,약원한약국,서울특별시 동대문구 경희대로1가길 39 2층 (회기동),204538.885253787,454538.153571768,POINT (960211.2465246198 1954955.6628575157)
1057,에스케이행복약국,서울특별시 동대문구 사가정로 148 141동 312호 (전농동 전농 SK아파트),205271.704936121,452706.897879436,POINT (960934.0003382581 1953121.2365313568)
1058,경동삼우한약국,서울특별시 동대문구 고산자로36길 3 신관1층 21호22호 (제기동 경동시장),203403.019535366,452985.725419514,POINT (959067.5552342777 1953409.919987091)
1059,마장백화점약국,서울특별시 동대문구 고산자로 410 1층 (용두동),203343.611550584,452663.381465336,POINT (959006.4516199387 1953088.0224972721)
1060,금신당약국,서울특별시 동대문구 천호대로 427-4 1층 (장안동),205831.255897404,451061.072414994,POINT (961484.5474185626 1951473.0921825056)
1061,동산약국,서울특별시 동대문구 왕산로 225 A동 1층 32-1호 (청량리동 미주상가),204089.817117361,453314.135663101,POINT (959755.8285086029 1953734.5342239116)
1062,노아한약국,서울특별시 동대문구 천장산로7길 62 3층 (이문동),204741.362614592,455106.352468219,POINT (960416.6744357819 1955522.552048752)
1063,원보당약국,서울특별시 동대문구 약령중앙로 41 (제기동),203198.46378591,453290.808268391,POINT (958864.7092053986 1953715.9714830127)
1064,대부당약국,서울특별시 동대문구 약령중앙로 10-12 (제기동),203233.32821486,452979.615408504,POINT (958897.899503555 1953404.7176579116)
1065,코끼리약국,서울특별시 동대문구 신이문로24길 4 1층 (이문동),205786.466864903,455613.080256958,POINT (961464.0609480025 1956023.497283709)
1066,새싹약국,서울특별시 동대문구 이문로 136 1층 109호 (이문동 웰츠타워),205396.363734301,455131.683241064,POINT (961071.546281809 1955544.3769594762)
1067,답십리코코약국,서울특별시 동대문구 답십리로 130 근린생활시설-3동 제지1층 3-2호 (답십리동 래미안위브),204696.572647481,452195.522783718,POINT (960356.3725363319 1952613.1355844787)
1068,성심약국,서울특별시 동대문구 회기로 185 (휘경동),204931.508783332,454199.182055404,POINT (960601.9029170715 1954614.7330463997)
1069,에스케이약국,서울특별시 동대문구 사가정로 148 222-1호 (전농동 SK아파트상가),205271.704936121,452706.897879436,POINT (960934.0003382581 1953121.2365313568)
1070,동아약국,서울특별시 동대문구 서울시립대로 31 102-119호 (전농동 동아아파트),203967.783536236,452510.849293451,POINT (959629.5589581169 1952932.2222762583)
1071,뉴메디칼약국,서울특별시 동대문구 전농로 147 (전농동),204970.90163598,452852.821037366,POINT (960634.0968896734 1953268.705333956)
1072,조은약국,서울특별시 동대문구 사가정로 148 141동 211호 (전농동 SK아파트상가),205271.704936121,452706.897879436,POINT (960934.0003382581 1953121.2365313568)
1073,청솔약국,서울특별시 동대문구 전농로10길 20 (답십리동 청솔우성아파트상가),205208.167449959,452466.868525878,POINT (960869.2081782343 1952881.6430528872)
1074,우리약국,서울특별시 동대문구 한천로 4 1층 (장안동),205102.996605865,451221.568312092,POINT (960757.4382708739 1951637.4066574671)
1075,사랑드림약국,서울특별시 동대문구 이문로 83 1층 (이문동),205120.183700659,454701.85689102,POINT (960793.1839959604 1955116.1981331403)
1076,경희우리약국,서울특별시 동대문구 경희대로 21 지층 1층 2층 (회기동),204566.02382864,454579.089443918,POINT (960238.5926011963 1954996.4374046216)
1077,조은약국,서울특별시 동대문구 약령중앙로4길 4 1층 (제기동),203220.398869462,453056.165127,POINT (958885.3837133034 1953481.3055933497)
